1,-0.1549
2,-0.69897
3,-1.1249
4,-1.4771
5,-1.9031
6,-11.028
7,-3.7694
8,-10.763
9,-10.831
10,-10.79
11,-10.76
12,-10.386
13,-10.648
14,-10.897
15,-11.012
16,-10.42
17,-14.074
18,-12.787
19,-10.623
20,-10.879
